Area Unit,Area Unit Code,Census Year,Measure,Sex,Value,Value Unit,Value Label,Null Reason
Granity,Granity,2001,Sex for the census usually resident population count,Female,117,number,Number of people,
Granity,Granity,2001,Sex for the census usually resident population count,Total people,243,number,Number of people,
Granity,Granity,2006,Sex for the census usually resident population count,Male,117,number,Number of people,
Granity,Granity,2006,Sex for the census usually resident population count,Female,102,number,Number of people,
Granity,Granity,2006,Sex for the census usually resident population count,Total people,219,number,Number of people,
Granity,Granity,2013,Sex for the census usually resident population count,Male,132,number,Number of people,
Granity,Granity,2013,Sex for the census usually resident population count,Female,105,number,Number of people,
Granity,Granity,2013,Sex for the census usually resident population count,Total people,237,number,Number of people,
Orowaiti,Orowaiti,2001,Census usually resident population count,Total people,636,number,Number of people,
Orowaiti,Orowaiti,2006,Census usually resident population count,Total people,612,number,Number of people,
Orowaiti,Orowaiti,2013,Census usually resident population count,Total people,723,number,Number of people,
Orowaiti,Orowaiti,2001,Census night population count,Total people,687,number,Number of people,
Orowaiti,Orowaiti,2006,Census night population count,Total people,621,number,Number of people,
Orowaiti,Orowaiti,2013,Census night population count,Total people,777,number,Number of people,
Orowaiti,Orowaiti,2001,Sex for the census usually resident population count,Male,318,number,Number of people,
Orowaiti,Orowaiti,2001,Sex for the census usually resident population count,Female,321,number,Number of people,
Orowaiti,Orowaiti,2001,Sex for the census usually resident population count,Total people,636,number,Number of people,
Orowaiti,Orowaiti,2006,Sex for the census usually resident population count,Male,309,number,Number of people,
Orowaiti,Orowaiti,2006,Sex for the census usually resident population count,Female,303,number,Number of people,
Orowaiti,Orowaiti,2006,Sex for the census usually resident population count,Total people,612,number,Number of people,
Orowaiti,Orowaiti,2013,Sex for the census usually resident population count,Male,387,number,Number of people,
Orowaiti,Orowaiti,2013,Sex for the census usually resident population count,Female,333,number,Number of people,
Orowaiti,Orowaiti,2013,Sex for the census usually resident population count,Total people,720,number,Number of people,
Little Wanganui,Little Wanganui,2001,Census usually resident population count,Total people,204,number,Number of people,
Little Wanganui,Little Wanganui,2006,Census usually resident population count,Total people,204,number,Number of people,
Little Wanganui,Little Wanganui,2013,Census usually resident population count,Total people,207,number,Number of people,
Little Wanganui,Little Wanganui,2001,Census night population count,Total people,225,number,Number of people,
Little Wanganui,Little Wanganui,2006,Census night population count,Total people,267,number,Number of people,
Little Wanganui,Little Wanganui,2013,Census night population count,Total people,264,number,Number of people,
Little Wanganui,Little Wanganui,2001,Sex for the census usually resident population count,Male,114,number,Number of people,
Little Wanganui,Little Wanganui,2001,Sex for the census usually resident population count,Female,90,number,Number of people,
Little Wanganui,Little Wanganui,2001,Sex for the census usually resident population count,Total people,204,number,Number of people,
Little Wanganui,Little Wanganui,2006,Sex for the census usually resident population count,Male,114,number,Number of people,
Little Wanganui,Little Wanganui,2006,Sex for the census usually resident population count,Female,90,number,Number of people,
Little Wanganui,Little Wanganui,2006,Sex for the census usually resident population count,Total people,204,number,Number of people,
Little Wanganui,Little Wanganui,2013,Sex for the census usually resident population count,Male,108,number,Number of people,
Little Wanganui,Little Wanganui,2013,Sex for the census usually resident population count,Female,96,number,Number of people,
Little Wanganui,Little Wanganui,2013,Sex for the census usually resident population count,Total people,204,number,Number of people,
Mokihinui,Mokihinui,2001,Census usually resident population count,Total people,162,number,Number of people,
Mokihinui,Mokihinui,2006,Census usually resident population count,Total people,171,number,Number of people,
Mokihinui,Mokihinui,2013,Census usually resident population count,Total people,186,number,Number of people,
Mokihinui,Mokihinui,2001,Census night population count,Total people,171,number,Number of people,
Mokihinui,Mokihinui,2006,Census night population count,Total people,213,number,Number of people,
Mokihinui,Mokihinui,2013,Census night population count,Total people,204,number,Number of people,
Mokihinui,Mokihinui,2001,Sex for the census usually resident population count,Male,96,number,Number of people,
Mokihinui,Mokihinui,2001,Sex for the census usually resident population count,Female,69,number,Number of people,
Mokihinui,Mokihinui,2001,Sex for the census usually resident population count,Total people,162,number,Number of people,
Mokihinui,Mokihinui,2006,Sex for the census usually resident population count,Male,99,number,Number of people,
Mokihinui,Mokihinui,2006,Sex for the census usually resident population count,Female,72,number,Number of people,
Mokihinui,Mokihinui,2006,Sex for the census usually resident population count,Total people,171,number,Number of people,
Mokihinui,Mokihinui,2013,Sex for the census usually resident population count,Male,93,number,Number of people,
Mokihinui,Mokihinui,2013,Sex for the census usually resident population count,Female,93,number,Number of people,
Mokihinui,Mokihinui,2013,Sex for the census usually resident population count,Total people,186,number,Number of people,
Buller Coalfields,Buller Coalfields,2001,Census usually resident population count,Total people,495,number,Number of people,
Buller Coalfields,Buller Coalfields,2006,Census usually resident population count,Total people,489,number,Number of people,
Buller Coalfields,Buller Coalfields,2013,Census usually resident population count,Total people,534,number,Number of people,
Buller Coalfields,Buller Coalfields,2001,Census night population count,Total people,486,number,Number of people,
Buller Coalfields,Buller Coalfields,2006,Census night population count,Total people,474,number,Number of people,
Buller Coalfields,Buller Coalfields,2013,Census night population count,Total people,504,number,Number of people,
Buller Coalfields,Buller Coalfields,2001,Sex for the census usually resident population count,Male,258,number,Number of people,
Buller Coalfields,Buller Coalfields,2001,Sex for the census usually resident population count,Female,237,number,Number of people,
Buller Coalfields,Buller Coalfields,2001,Sex for the census usually resident population count,Total people,498,number,Number of people,
Buller Coalfields,Buller Coalfields,2006,Sex for the census usually resident population count,Male,267,number,Number of people,
Buller Coalfields,Buller Coalfields,2006,Sex for the census usually resident population count,Female,222,number,Number of people,
Buller Coalfields,Buller Coalfields,2006,Sex for the census usually resident population count,Total people,486,number,Number of people,
Buller Coalfields,Buller Coalfields,2013,Sex for the census usually resident population count,Male,297,number,Number of people,
Buller Coalfields,Buller Coalfields,2013,Sex for the census usually resident population count,Female,234,number,Number of people,
Buller Coalfields,Buller Coalfields,2013,Sex for the census usually resident population count,Total people,534,number,Number of people,
Westport Rural,Westport Rural,2001,Census usually resident population count,Total people,1065,number,Number of people,
Westport Rural,Westport Rural,2006,Census usually resident population count,Total people,1215,number,Number of people,
Westport Rural,Westport Rural,2013,Census usually resident population count,Total people,1548,number,Number of people,
Westport Rural,Westport Rural,2001,Census night population count,Total people,1197,number,Number of people,
Westport Rural,Westport Rural,2006,Census night population count,Total people,1335,number,Number of people,
Westport Rural,Westport Rural,2013,Census night population count,Total people,1590,number,Number of people,
Westport Rural,Westport Rural,2001,Sex for the census usually resident population count,Male,555,number,Number of people,
Westport Rural,Westport Rural,2001,Sex for the census usually resident population count,Female,507,number,Number of people,
Westport Rural,Westport Rural,2001,Sex for the census usually resident population count,Total people,1065,number,Number of people,
Westport Rural,Westport Rural,2006,Sex for the census usually resident population count,Male,618,number,Number of people,
Westport Rural,Westport Rural,2006,Sex for the census usually resident population count,Female,597,number,Number of people,
Westport Rural,Westport Rural,2006,Sex for the census usually resident population count,Total people,1218,number,Number of people,
Westport Rural,Westport Rural,2013,Sex for the census usually resident population count,Male,753,number,Number of people,
Westport Rural,Westport Rural,2013,Sex for the census usually resident population count,Female,795,number,Number of people,
Westport Rural,Westport Rural,2013,Sex for the census usually resident population count,Total people,1548,number,Number of people,
Charleston,Charleston,2001,Census usually resident population count,Total people,306,number,Number of people,
Charleston,Charleston,2006,Census usually resident population count,Total people,276,number,Number of people,
Charleston,Charleston,2013,Census usually resident population count,Total people,342,number,Number of people,
Charleston,Charleston,2001,Census night population count,Total people,564,number,Number of people,
Charleston,Charleston,2006,Census night population count,Total people,606,number,Number of people,
Charleston,Charleston,2013,Census night population count,Total people,570,number,Number of people,
Charleston,Charleston,2001,Sex for the census usually resident population count,Male,159,number,Number of people,
Charleston,Charleston,2001,Sex for the census usually resident population count,Female,147,number,Number of people,
Charleston,Charleston,2001,Sex for the census usually resident population count,Total people,306,number,Number of people,
Charleston,Charleston,2006,Sex for the census usually resident population count,Male,147,number,Number of people,
Charleston,Charleston,2006,Sex for the census usually resident population count,Female,129,number,Number of people,
Charleston,Charleston,2006,Sex for the census usually resident population count,Total people,276,number,Number of people,
Charleston,Charleston,2013,Sex for the census usually resident population count,Male,174,number,Number of people,
Charleston,Charleston,2013,Sex for the census usually resident population count,Female,165,number,Number of people,
Charleston,Charleston,2013,Sex for the census usually resident population count,Total people,342,number,Number of people,
Inangahua Junction,Inangahua Junction,2001,Census usually resident population count,Total people,150,number,Number of people,
Inangahua Junction,Inangahua Junction,2006,Census usually resident population count,Total people,159,number,Number of people,
Inangahua Junction,Inangahua Junction,2013,Census usually resident population count,Total people,144,number,Number of people,
Inangahua Junction,Inangahua Junction,2001,Census night population count,Total people,159,number,Number of people,
Inangahua Junction,Inangahua Junction,2006,Census night population count,Total people,174,number,Number of people,
Inangahua Junction,Inangahua Junction,2013,Census night population count,Total people,159,number,Number of people,
Inangahua Junction,Inangahua Junction,2001,Sex for the census usually resident population count,Male,84,number,Number of people,
Inangahua Junction,Inangahua Junction,2001,Sex for the census usually resident population count,Female,66,number,Number of people,
Inangahua Junction,Inangahua Junction,2001,Sex for the census usually resident population count,Total people,147,number,Number of people,
Inangahua Junction,Inangahua Junction,2006,Sex for the census usually resident population count,Male,90,number,Number of people,
Inangahua Junction,Inangahua Junction,2006,Sex for the census usually resident population count,Female,69,number,Number of people,
Inangahua Junction,Inangahua Junction,2006,Sex for the census usually resident population count,Total people,159,number,Number of people,
Inangahua Junction,Inangahua Junction,2013,Sex for the census usually resident population count,Male,72,number,Number of people,
Inangahua Junction,Inangahua Junction,2013,Sex for the census usually resident population count,Female,75,number,Number of people,
Inangahua Junction,Inangahua Junction,2013,Sex for the census usually resident population count,Total people,144,number,Number of people,
Westport Urban,Westport Urban,2001,Census usually resident population count,Total people,3783,number,Number of people,
Westport Urban,Westport Urban,2006,Census usually resident population count,Total people,3897,number,Number of people,
Westport Urban,Westport Urban,2013,Census usually resident population count,Total people,4035,number,Number of people,
Westport Urban,Westport Urban,2001,Census night population count,Total people,3996,number,Number of people,
Westport Urban,Westport Urban,2006,Census night population count,Total people,3963,number,Number of people,
Westport Urban,Westport Urban,2013,Census night population count,Total people,4239,number,Number of people,
Westport Urban,Westport Urban,2001,Sex for the census usually resident population count,Male,1869,number,Number of people,
Westport Urban,Westport Urban,2001,Sex for the census usually resident population count,Female,1914,number,Number of people,
Westport Urban,Westport Urban,2001,Sex for the census usually resident population count,Total people,3783,number,Number of people,
Westport Urban,Westport Urban,2006,Sex for the census usually resident population count,Male,1932,number,Number of people,
Westport Urban,Westport Urban,2006,Sex for the census usually resident population count,Female,1968,number,Number of people,
Westport Urban,Westport Urban,2006,Sex for the census usually resident population count,Total people,3900,number,Number of people,
Westport Urban,Westport Urban,2013,Sex for the census usually resident population count,Male,2010,number,Number of people,
Westport Urban,Westport Urban,2013,Sex for the census usually resident population count,Female,2025,number,Number of people,
Westport Urban,Westport Urban,2013,Sex for the census usually resident population count,Total people,4032,number,Number of people,
Reefton,Reefton,2001,Census usually resident population count,Total people,987,number,Number of people,
Reefton,Reefton,2006,Census usually resident population count,Total people,948,number,Number of people,
Reefton,Reefton,2013,Census usually resident population count,Total people,1026,number,Number of people,
Reefton,Reefton,2001,Census night population count,Total people,978,number,Number of people,
Reefton,Reefton,2006,Census night population count,Total people,1017,number,Number of people,
Reefton,Reefton,2013,Census night population count,Total people,1059,number,Number of people,
Reefton,Reefton,2001,Sex for the census usually resident population count,Male,492,number,Number of people,
Reefton,Reefton,2001,Sex for the census usually resident population count,Female,495,number,Number of people,
Reefton,Reefton,2001,Sex for the census usually resident population count,Total people,987,number,Number of people,
Reefton,Reefton,2006,Sex for the census usually resident population count,Male,483,number,Number of people,
Reefton,Reefton,2006,Sex for the census usually resident population count,Female,465,number,Number of people,
Reefton,Reefton,2006,Sex for the census usually resident population count,Total people,948,number,Number of people,
Reefton,Reefton,2013,Sex for the census usually resident population count,Male,525,number,Number of people,
Reefton,Reefton,2013,Sex for the census usually resident population count,Female,498,number,Number of people,
Reefton,Reefton,2013,Sex for the census usually resident population count,Total people,1026,number,Number of people,
Inangahua Valley,Inangahua Valley,2001,Census usually resident population count,Total people,309,number,Number of people,
Inangahua Valley,Inangahua Valley,2006,Census usually resident population count,Total people,321,number,Number of people,
Inangahua Valley,Inangahua Valley,2013,Census usually resident population count,Total people,324,number,Number of people,
Inangahua Valley,Inangahua Valley,2001,Census night population count,Total people,291,number,Number of people,
Inangahua Valley,Inangahua Valley,2006,Census night population count,Total people,324,number,Number of people,
Inangahua Valley,Inangahua Valley,2013,Census night population count,Total people,324,number,Number of people,
Inangahua Valley,Inangahua Valley,2001,Sex for the census usually resident population count,Male,171,number,Number of people,
Inangahua Valley,Inangahua Valley,2001,Sex for the census usually resident population count,Female,138,number,Number of people,
Inangahua Valley,Inangahua Valley,2001,Sex for the census usually resident population count,Total people,309,number,Number of people,
Inangahua Valley,Inangahua Valley,2006,Sex for the census usually resident population count,Male,171,number,Number of people,
Inangahua Valley,Inangahua Valley,2006,Sex for the census usually resident population count,Female,150,number,Number of people,
Inangahua Valley,Inangahua Valley,2006,Sex for the census usually resident population count,Total people,321,number,Number of people,
Inangahua Valley,Inangahua Valley,2013,Sex for the census usually resident population count,Male,180,number,Number of people,
Inangahua Valley,Inangahua Valley,2013,Sex for the census usually resident population count,Female,147,number,Number of people,
Inangahua Valley,Inangahua Valley,2013,Sex for the census usually resident population count,Total people,327,number,Number of people,
Mawheraiti,Mawheraiti,2001,Census usually resident population count,Total people,381,number,Number of people,
Mawheraiti,Mawheraiti,2006,Census usually resident population count,Total people,360,number,Number of people,
Mawheraiti,Mawheraiti,2013,Census usually resident population count,Total people,387,number,Number of people,
Mawheraiti,Mawheraiti,2001,Census night population count,Total people,387,number,Number of people,
Mawheraiti,Mawheraiti,2006,Census night population count,Total people,360,number,Number of people,
Mawheraiti,Mawheraiti,2013,Census night population count,Total people,393,number,Number of people,
Mawheraiti,Mawheraiti,2001,Sex for the census usually resident population count,Male,195,number,Number of people,
Mawheraiti,Mawheraiti,2001,Sex for the census usually resident population count,Female,186,number,Number of people,
Mawheraiti,Mawheraiti,2001,Sex for the census usually resident population count,Total people,381,number,Number of people,
Mawheraiti,Mawheraiti,2006,Sex for the census usually resident population count,Male,195,number,Number of people,
Mawheraiti,Mawheraiti,2006,Sex for the census usually resident population count,Female,162,number,Number of people,
Mawheraiti,Mawheraiti,2006,Sex for the census usually resident population count,Total people,357,number,Number of people,
Mawheraiti,Mawheraiti,2013,Sex for the census usually resident population count,Male,204,number,Number of people,
Mawheraiti,Mawheraiti,2013,Sex for the census usually resident population count,Female,180,number,Number of people,
Mawheraiti,Mawheraiti,2013,Sex for the census usually resident population count,Total people,384,number,Number of people,
Maruia,Maruia,2001,Census usually resident population count,Total people,162,number,Number of people,
Maruia,Maruia,2006,Census usually resident population count,Total people,171,number,Number of people,
Maruia,Maruia,2013,Census usually resident population count,Total people,183,number,Number of people,
Maruia,Maruia,2001,Census night population count,Total people,219,number,Number of people,
Maruia,Maruia,2006,Census night population count,Total people,237,number,Number of people,
Maruia,Maruia,2013,Census night population count,Total people,189,number,Number of people,
Maruia,Maruia,2001,Sex for the census usually resident population count,Male,87,number,Number of people,
Maruia,Maruia,2001,Sex for the census usually resident population count,Female,78,number,Number of people,
Maruia,Maruia,2001,Sex for the census usually resident population count,Total people,162,number,Number of people,
Maruia,Maruia,2006,Sex for the census usually resident population count,Male,90,number,Number of people,
Maruia,Maruia,2006,Sex for the census usually resident population count,Female,81,number,Number of people,
Maruia,Maruia,2006,Sex for the census usually resident population count,Total people,171,number,Number of people,
Maruia,Maruia,2013,Sex for the census usually resident population count,Male,96,number,Number of people,
Maruia,Maruia,2013,Sex for the census usually resident population count,Female,87,number,Number of people,
Maruia,Maruia,2013,Sex for the census usually resident population count,Total people,186,number,Number of people,
Karoro,Karoro,2001,Census usually resident population count,Total people,897,number,Number of people,
Karoro,Karoro,2006,Census usually resident population count,Total people,879,number,Number of people,
Karoro,Karoro,2013,Census usually resident population count,Total people,933,number,Number of people,
Karoro,Karoro,2001,Census night population count,Total people,873,number,Number of people,
Karoro,Karoro,2006,Census night population count,Total people,834,number,Number of people,
Karoro,Karoro,2013,Census night population count,Total people,966,number,Number of people,
Karoro,Karoro,2001,Sex for the census usually resident population count,Male,429,number,Number of people,
Karoro,Karoro,2001,Sex for the census usually resident population count,Female,468,number,Number of people,
Karoro,Karoro,2001,Sex for the census usually resident population count,Total people,897,number,Number of people,
Karoro,Karoro,2006,Sex for the census usually resident population count,Male,429,number,Number of people,
Karoro,Karoro,2006,Sex for the census usually resident population count,Female,450,number,Number of people,
Karoro,Karoro,2006,Sex for the census usually resident population count,Total people,879,number,Number of people,
Karoro,Karoro,2013,Sex for the census usually resident population count,Male,465,number,Number of people,
Karoro,Karoro,2013,Sex for the census usually resident population count,Female,465,number,Number of people,
Karoro,Karoro,2013,Sex for the census usually resident population count,Total people,930,number,Number of people,
Kaiata,Kaiata,2001,Census usually resident population count,Total people,342,number,Number of people,
Kaiata,Kaiata,2006,Census usually resident population count,Total people,330,number,Number of people,
Taramakau,Taramakau,2006,Census night population count,Total people,189,number,Number of people,
Kaiata,Kaiata,2013,Census usually resident population count,Total people,288,number,Number of people,
Kaiata,Kaiata,2001,Census night population count,Total people,375,number,Number of people,
Kaiata,Kaiata,2006,Census night population count,Total people,342,number,Number of people,
Kaiata,Kaiata,2013,Census night population count,Total people,297,number,Number of people,
Kaiata,Kaiata,2001,Sex for the census usually resident population count,Male,171,number,Number of people,
Kaiata,Kaiata,2001,Sex for the census usually resident population count,Female,171,number,Number of people,
Kaiata,Kaiata,2001,Sex for the census usually resident population count,Total people,342,number,Number of people,
Kaiata,Kaiata,2006,Sex for the census usually resident population count,Male,162,number,Number of people,
Kaiata,Kaiata,2006,Sex for the census usually resident population count,Female,168,number,Number of people,
Kaiata,Kaiata,2006,Sex for the census usually resident population count,Total people,330,number,Number of people,
Kaiata,Kaiata,2013,Sex for the census usually resident population count,Male,141,number,Number of people,
Kaiata,Kaiata,2013,Sex for the census usually resident population count,Female,150,number,Number of people,
Kaiata,Kaiata,2013,Sex for the census usually resident population count,Total people,291,number,Number of people,
South Beach-Camerons,South Beach-Camerons,2001,Census usually resident population count,Total people,960,number,Number of people,
South Beach-Camerons,South Beach-Camerons,2006,Census usually resident population count,Total people,1071,number,Number of people,
South Beach-Camerons,South Beach-Camerons,2013,Census usually resident population count,Total people,1200,number,Number of people,
South Beach-Camerons,South Beach-Camerons,2001,Census night population count,Total people,996,number,Number of people,
South Beach-Camerons,South Beach-Camerons,2006,Census night population count,Total people,1170,number,Number of people,
South Beach-Camerons,South Beach-Camerons,2013,Census night population count,Total people,1245,number,Number of people,
South Beach-Camerons,South Beach-Camerons,2001,Sex for the census usually resident population count,Male,471,number,Number of people,
South Beach-Camerons,South Beach-Camerons,2001,Sex for the census usually resident population count,Female,489,number,Number of people,
South Beach-Camerons,South Beach-Camerons,2001,Sex for the census usually resident population count,Total people,963,number,Number of people,
South Beach-Camerons,South Beach-Camerons,2006,Sex for the census usually resident population count,Male,546,number,Number of people,
South Beach-Camerons,South Beach-Camerons,2006,Sex for the census usually resident population count,Female,522,number,Number of people,
South Beach-Camerons,South Beach-Camerons,2006,Sex for the census usually resident population count,Total people,1071,number,Number of people,
South Beach-Camerons,South Beach-Camerons,2013,Sex for the census usually resident population count,Male,615,number,Number of people,
South Beach-Camerons,South Beach-Camerons,2013,Sex for the census usually resident population count,Female,585,number,Number of people,
South Beach-Camerons,South Beach-Camerons,2013,Sex for the census usually resident population count,Total people,1200,number,Number of people,
Blackball,Blackball,2001,Census usually resident population count,Total people,324,number,Number of people,
Blackball,Blackball,2006,Census usually resident population count,Total people,330,number,Number of people,
Blackball,Blackball,2013,Census usually resident population count,Total people,291,number,Number of people,
Blackball,Blackball,2001,Census night population count,Total people,318,number,Number of people,
Blackball,Blackball,2006,Census night population count,Total people,330,number,Number of people,
Blackball,Blackball,2013,Census night population count,Total people,327,number,Number of people,
Blackball,Blackball,2001,Sex for the census usually resident population count,Male,168,number,Number of people,
Blackball,Blackball,2001,Sex for the census usually resident population count,Female,156,number,Number of people,
Blackball,Blackball,2001,Sex for the census usually resident population count,Total people,324,number,Number of people,
Blackball,Blackball,2006,Sex for the census usually resident population count,Male,177,number,Number of people,
Blackball,Blackball,2006,Sex for the census usually resident population count,Female,153,number,Number of people,
Blackball,Blackball,2006,Sex for the census usually resident population count,Total people,327,number,Number of people,
Blackball,Blackball,2013,Sex for the census usually resident population count,Male,156,number,Number of people,
Blackball,Blackball,2013,Sex for the census usually resident population count,Female,135,number,Number of people,
Blackball,Blackball,2013,Sex for the census usually resident population count,Total people,291,number,Number of people,
Point Elizabeth,Point Elizabeth,2001,Census usually resident population count,Total people,78,number,Number of people,
Point Elizabeth,Point Elizabeth,2006,Census usually resident population count,Total people,78,number,Number of people,
Point Elizabeth,Point Elizabeth,2013,Census usually resident population count,Total people,84,number,Number of people,
Point Elizabeth,Point Elizabeth,2001,Census night population count,Total people,78,number,Number of people,
Point Elizabeth,Point Elizabeth,2006,Census night population count,Total people,78,number,Number of people,
Point Elizabeth,Point Elizabeth,2013,Census night population count,Total people,84,number,Number of people,
Point Elizabeth,Point Elizabeth,2001,Sex for the census usually resident population count,Male,42,number,Number of people,
Point Elizabeth,Point Elizabeth,2001,Sex for the census usually resident population count,Female,33,number,Number of people,
Point Elizabeth,Point Elizabeth,2001,Sex for the census usually resident population count,Total people,78,number,Number of people,
Point Elizabeth,Point Elizabeth,2006,Sex for the census usually resident population count,Male,42,number,Number of people,
Point Elizabeth,Point Elizabeth,2006,Sex for the census usually resident population count,Female,36,number,Number of people,
Point Elizabeth,Point Elizabeth,2006,Sex for the census usually resident population count,Total people,78,number,Number of people,
Taramakau,Taramakau,2013,Census night population count,Total people,237,number,Number of people,
Point Elizabeth,Point Elizabeth,2013,Sex for the census usually resident population count,Male,42,number,Number of people,
Point Elizabeth,Point Elizabeth,2013,Sex for the census usually resident population count,Female,42,number,Number of people,
Point Elizabeth,Point Elizabeth,2013,Sex for the census usually resident population count,Total people,84,number,Number of people,
Dobson,Dobson,2001,Census usually resident population count,Total people,747,number,Number of people,
Dobson,Dobson,2006,Census usually resident population count,Total people,669,number,Number of people,
Dobson,Dobson,2013,Census usually resident population count,Total people,678,number,Number of people,
Dobson,Dobson,2001,Census night population count,Total people,723,number,Number of people,
Dobson,Dobson,2006,Census night population count,Total people,651,number,Number of people,
Dobson,Dobson,2013,Census night population count,Total people,663,number,Number of people,
Dobson,Dobson,2001,Sex for the census usually resident population count,Male,375,number,Number of people,
Dobson,Dobson,2001,Sex for the census usually resident population count,Female,369,number,Number of people,
Dobson,Dobson,2001,Sex for the census usually resident population count,Total people,744,number,Number of people,
Dobson,Dobson,2006,Sex for the census usually resident population count,Male,351,number,Number of people,
Dobson,Dobson,2006,Sex for the census usually resident population count,Female,321,number,Number of people,
Dobson,Dobson,2006,Sex for the census usually resident population count,Total people,669,number,Number of people,
Dobson,Dobson,2013,Sex for the census usually resident population count,Male,372,number,Number of people,
Dobson,Dobson,2013,Sex for the census usually resident population count,Female,306,number,Number of people,
Dobson,Dobson,2013,Sex for the census usually resident population count,Total people,678,number,Number of people,
Barrytown,Barrytown,2001,Census usually resident population count,Total people,192,number,Number of people,
Barrytown,Barrytown,2006,Census usually resident population count,Total people,225,number,Number of people,
Barrytown,Barrytown,2013,Census usually resident population count,Total people,237,number,Number of people,
Barrytown,Barrytown,2001,Census night population count,Total people,237,number,Number of people,
Barrytown,Barrytown,2006,Census night population count,Total people,306,number,Number of people,
Barrytown,Barrytown,2013,Census night population count,Total people,258,number,Number of people,
Barrytown,Barrytown,2001,Sex for the census usually resident population count,Male,99,number,Number of people,
Barrytown,Barrytown,2001,Sex for the census usually resident population count,Female,93,number,Number of people,
Barrytown,Barrytown,2001,Sex for the census usually resident population count,Total people,192,number,Number of people,
Barrytown,Barrytown,2006,Sex for the census usually resident population count,Male,123,number,Number of people,
Barrytown,Barrytown,2006,Sex for the census usually resident population count,Female,102,number,Number of people,
Barrytown,Barrytown,2006,Sex for the census usually resident population count,Total people,225,number,Number of people,
Barrytown,Barrytown,2013,Sex for the census usually resident population count,Male,126,number,Number of people,
Barrytown,Barrytown,2013,Sex for the census usually resident population count,Female,111,number,Number of people,
Barrytown,Barrytown,2013,Sex for the census usually resident population count,Total people,237,number,Number of people,
Coal Creek,Coal Creek,2001,Census usually resident population count,Total people,39,number,Number of people,
Coal Creek,Coal Creek,2006,Census usually resident population count,Total people,54,number,Number of people,
Coal Creek,Coal Creek,2013,Census usually resident population count,Total people,51,number,Number of people,
Coal Creek,Coal Creek,2001,Census night population count,Total people,42,number,Number of people,
Coal Creek,Coal Creek,2006,Census night population count,Total people,54,number,Number of people,
Coal Creek,Coal Creek,2013,Census night population count,Total people,45,number,Number of people,
Coal Creek,Coal Creek,2001,Sex for the census usually resident population count,Male,18,number,Number of people,
Coal Creek,Coal Creek,2001,Sex for the census usually resident population count,Female,24,number,Number of people,
Coal Creek,Coal Creek,2001,Sex for the census usually resident population count,Total people,42,number,Number of people,
Coal Creek,Coal Creek,2006,Sex for the census usually resident population count,Male,27,number,Number of people,
Coal Creek,Coal Creek,2006,Sex for the census usually resident population count,Female,30,number,Number of people,
Coal Creek,Coal Creek,2006,Sex for the census usually resident population count,Total people,57,number,Number of people,
Coal Creek,Coal Creek,2013,Sex for the census usually resident population count,Male,27,number,Number of people,
Coal Creek,Coal Creek,2013,Sex for the census usually resident population count,Female,21,number,Number of people,
Coal Creek,Coal Creek,2013,Sex for the census usually resident population count,Total people,48,number,Number of people,
Atarau,Atarau,2001,Census usually resident population count,Total people,147,number,Number of people,
Atarau,Atarau,2006,Census usually resident population count,Total people,159,number,Number of people,
Atarau,Atarau,2013,Census usually resident population count,Total people,180,number,Number of people,
Atarau,Atarau,2001,Census night population count,Total people,141,number,Number of people,
Atarau,Atarau,2006,Census night population count,Total people,159,number,Number of people,
Atarau,Atarau,2013,Census night population count,Total people,183,number,Number of people,
Atarau,Atarau,2001,Sex for the census usually resident population count,Male,81,number,Number of people,
Atarau,Atarau,2001,Sex for the census usually resident population count,Female,66,number,Number of people,
Atarau,Atarau,2001,Sex for the census usually resident population count,Total people,147,number,Number of people,
Atarau,Atarau,2006,Sex for the census usually resident population count,Male,90,number,Number of people,
Atarau,Atarau,2006,Sex for the census usually resident population count,Female,69,number,Number of people,
Atarau,Atarau,2006,Sex for the census usually resident population count,Total people,159,number,Number of people,
Atarau,Atarau,2013,Sex for the census usually resident population count,Male,90,number,Number of people,
Atarau,Atarau,2013,Sex for the census usually resident population count,Female,87,number,Number of people,
Atarau,Atarau,2013,Sex for the census usually resident population count,Total people,177,number,Number of people,
Greymouth Rural,Greymouth Rural,2001,Census usually resident population count,Total people,69,number,Number of people,
Greymouth Rural,Greymouth Rural,2006,Census usually resident population count,Total people,84,number,Number of people,
Greymouth Rural,Greymouth Rural,2013,Census usually resident population count,Total people,75,number,Number of people,
Greymouth Rural,Greymouth Rural,2001,Census night population count,Total people,66,number,Number of people,
Greymouth Rural,Greymouth Rural,2006,Census night population count,Total people,78,number,Number of people,
Greymouth Rural,Greymouth Rural,2013,Census night population count,Total people,72,number,Number of people,
Greymouth Rural,Greymouth Rural,2001,Sex for the census usually resident population count,Male,39,number,Number of people,
Greymouth Rural,Greymouth Rural,2001,Sex for the census usually resident population count,Female,33,number,Number of people,
Greymouth Rural,Greymouth Rural,2001,Sex for the census usually resident population count,Total people,69,number,Number of people,
Greymouth Rural,Greymouth Rural,2006,Sex for the census usually resident population count,Male,45,number,Number of people,
Greymouth Rural,Greymouth Rural,2006,Sex for the census usually resident population count,Female,39,number,Number of people,
Greymouth Rural,Greymouth Rural,2006,Sex for the census usually resident population count,Total people,87,number,Number of people,
Greymouth Rural,Greymouth Rural,2013,Sex for the census usually resident population count,Male,36,number,Number of people,
